step,speed
0,19.22722048
1,19.17086778
2,18.80950567
3,18.46678277
4,19.73884526
5,22.03168594
6,22.23323533
7,19.59418867
8,17.97093483
9,20.2786141
10,20.35721678
11,18.90865487
12,19.77948728
13,20.78386059
14,21.20625767
15,20.82006167
16,21.41612678
17,22.22832208
18,22.13868636
19,23.25968473
20,21.59495263
21,21.81719579
22,21.22804914
23,19.05593653
24,18.88695364
25,20.8187933
26,19.83739702
27,18.62009648
28,18.70060117
29,19.54997931
30,20.60276985
31,20.02667978
32,19.61539522
33,18.92230511
34,18.94237343
35,19.67719586
36,18.90955159
37,20.42845721
38,21.08618641
39,20.39882678
40,19.05694389
41,18.91704733
42,19.68429644
43,20.24494111
44,19.947206
45,19.50982404
46,18.19424756
47,16.93656552
48,17.03855969
49,17.05983716
50,15.83213866
51,16.16035822
52,17.76988716
53,19.52346088
54,19.6336125
55,19.59950141
56,19.26108495
57,17.5629457
58,17.82249149
59,15.78835667
60,14.47792343
61,16.06002587
62,17.43804712
63,17.84040789
64,17.65357671
65,15.88118143
66,14.7265166
67,15.18246586
68,15.52398058
69,16.30972644
70,16.99180622
71,17.81892128
72,16.01989594
73,14.05303013
74,13.50144112
75,11.62316164
76,12.33113041
77,13.30132073
78,10.68746601
79,9.0108912
80,11.19842469
81,12.74194748
82,11.78805107
83,11.09649068
84,10.89409983
85,12.89080928
86,12.29661463
87,11.21060138
88,12.8114181
89,12.41285992
90,14.1110738
91,16.39910304
92,19.36267227
93,20.24673489
94,19.47078662
95,22.38989299
96,21.70636793
97,16.96232724
98,16.19057001
99,18.25574527
100,18.65491989
101,17.86017067
102,17.81609683
103,18.20549328
104,18.37904831
105,18.986597
106,19.18339913
107,19.26567911
108,19.60255156
109,24.22376422
110,29.92787389
111,25.46738844
112,20.56440622
113,20.73337501
114,19.6055269
115,19.89632142
116,25.10723738
117,29.2301952
118,26.51109768
119,22.72816367
120,18.70273291
121,18.78760507
122,19.32675455
123,18.87283557
124,18.28614178
125,18.97924622
126,19.99482479
127,32.82027387
128,34.0437487
129,23.40912651
130,21.82785526
131,19.07824305
132,21.48859367
133,24.66417057
134,21.73184111
135,18.89809502
136,18.72271355
137,18.66439402
138,19.68751805
139,20.75633723
140,19.63707655
141,18.26057733
142,19.03568322
143,18.91850167
144,16.93521757
145,16.5400812
146,15.76555867
147,14.04240619
148,13.50489042
149,14.94939822
150,15.13036787
151,14.18793497
152,14.58949609
153,15.23055047
154,15.35814
155,15.60301205
156,13.47344102
157,10.84117451
158,11.66941306
159,11.97241212
160,11.51659209
161,12.46742928
162,14.84756026
163,14.70909204
164,12.23696853
165,10.43735851
166,10.12860336
167,10.81112461
168,12.45056432
169,14.56662152
170,15.52165572
171,15.72803301
172,15.05937077
173,13.77894899
174,13.50031238
175,17.23229196
176,20.75153448
177,17.05490416
178,14.80350619
179,19.96363932
180,18.51688186
181,12.21263501
182,12.80685603
183,13.31123873
184,10.92852382
185,12.51339868
186,14.82280579
187,17.75663991
188,16.62617696
189,13.71720653
190,14.0932051
191,15.42114694
192,18.08907967
193,22.28729889
194,23.42832467
195,19.51422456
196,18.330539
197,18.12121044
198,19.21569356
199,24.25268162
200,32.46985869
201,30.20036035
202,23.81245367
203,28.50263033
204,29.71092424
205,21.83180526
206,18.98263063
207,20.26719444
208,21.07143711
209,22.30656367
210,23.18399644
211,22.74278734
212,22.87712442
213,28.89135808
214,26.37256507
215,19.81947705
216,18.50801438
217,19.34498169
218,21.96478125
219,20.90968105
220,17.38624403
221,17.56941808
222,20.20447055
223,20.28059392
224,20.31126227
225,21.86863311
226,23.15500587
227,23.98516142
228,25.51765166
229,23.80245902
230,21.86639269
231,21.50298527
232,20.74637754
233,19.37988358
234,18.32072862
235,18.60359706
236,18.35728333
237,19.48702297
238,20.45658782
239,18.1741972
240,16.05932333
241,15.37516721
242,14.87327664
243,15.37807876
244,15.31115397
245,16.88265586
246,18.68785998
247,16.56137494
248,13.45433039
249,13.08542617
250,12.76000499
251,9.545549833
252,9.039554828
253,13.92413737
254,16.84507159
255,14.34385069
256,12.28765916
257,11.68062721
258,11.89715888
259,12.3563699
260,11.67737674
261,11.9508005
262,12.7307357
263,10.02788532
264,9.137901533
265,11.21625866
266,14.49241228
267,13.42799569
268,10.83951656
269,13.14595023
270,12.80927667
271,9.977685933
272,10.04983899
273,10.57553421
274,9.893400367
275,11.83073992
276,14.5691506
277,15.74214577
278,15.02369083
279,14.48099103
280,14.68959807
281,14.6172361
282,14.83168854
283,14.69781702
284,15.30246692
285,16.28460592
286,17.26926426
287,17.886024
288,19.75433143
289,20.33996478
290,19.49346044
291,19.36501267
292,19.95466456
293,21.26430249
294,19.85763494
295,18.66182384
296,19.88693956
297,21.11537267
298,20.25460744
299,18.97121933
300,20.82012596
301,23.85251367
302,24.72988741
303,21.72854523
304,21.97949989
305,20.74043365
306,19.77303063
307,19.20660572
308,18.37859388
309,18.60264363
310,18.6
311,28.1321
312,26.01847733
313,19.24991281
314,20.39748671
315,23.49076312
316,22.17005471
317,17.88469324
318,18.21689986
319,20.42393333
320,18.6
321,18.6
322,19.39203415
323,20.76888475
324,19.87019019
325,19.30123722
326,19.64624933
327,19.40072733
328,19.47287022
329,19.74873023
330,19.37679713
331,19.24943934
332,19.83509767
333,19.13292222
334,18.64006156
335,19.72767878
336,18.24531557
337,16.63441963
338,18.3351656
339,18.47819387
340,16.631528
341,16.4919667
342,15.85235832
343,14.02260757
344,12.53807757
345,12.37680293
346,13.76094846
347,14.98806887
348,14.79076946
349,14.53220771
350,16.07771468
351,17.09158367
352,22.16379575
353,21.93664998
354,15.44254641
355,17.66439071
356,19.13409112
357,16.27894012
358,13.67640894
359,12.14486477
360,12.53103032
361,12.80471158
362,13.47613436
363,13.92437811
364,14.80581924
365,16.43123786
366,16.12830969
367,16.02421606
368,18.37433831
369,17.45502057
370,14.64996247
371,12.17437591
372,13.45357108
373,16.2589275
374,16.28476557
375,16.59812391
376,16.14518414
377,15.43076997
378,17.18429118
379,19.93633438
380,18.77841504
381,17.74433222
382,21.6685868
383,23.68163337
384,20.87983957
385,23.2914403
386,23.96461179
387,20.3622701
388,20.22836668
389,22.65026949
390,23.99124172
391,20.99324888
392,24.45364075
393,40.94181146
394,35.9118156
395,22.94093264
396,22.04455732
397,19.46412694
398,22.17501635
399,22.46592565
400,19.45201138
401,20.88102478
402,21.22585901
403,21.20662476
404,22.7445487
405,22.64882497
406,22.80932712
407,25.57845784
408,25.09337246
409,23.66401643
410,23.16717572
411,21.15352712
412,19.10667764
413,20.80797561
414,21.23771759
415,21.11760385
416,21.60460942
417,20.64554282
418,20.61451569
419,20.28535322
420,20.39689433
421,20.80158244
422,20.84000922
423,20.80419267
424,19.61462923
425,18.66309778
426,18.75029933
427,19.96087822
428,20.29349833
429,19.47031422
430,18.76527189
431,18.25511718
432,17.87045608
433,16.59024823
434,16.38463626
435,17.20156242
436,16.56715094
437,16.69039067
438,18.22017078
439,18.25859911
440,17.74582356
441,17.58138064
442,17.84508789
443,18.66866293
444,17.48537172
445,16.6935377
446,18.10315588
447,19.43600424
448,18.45964412
449,18.53535909
450,18.52705544
451,17.34922467
452,17.46166323
453,22.6473816
454,22.39477922
455,16.65710729
456,18.64835354
457,18.2324213
458,16.04247358
459,16.62316232
460,15.95692404
461,14.52316537
462,14.47444812
463,15.56929312
464,15.55323681
465,15.48923739
466,18.52437454
467,18.81648428
468,16.98884251
469,16.50354873
470,15.85143199
471,14.69140283
472,14.32563567
473,16.21726427
474,17.26354063
475,17.10710117
476,18.7581771
477,20.93793589
478,18.72015834
479,16.92984983
480,20.24888816
481,20.28247067
482,17.83104678
483,17.62309021
484,18.03851346
485,18.45992515
486,18.69325949
487,20.07890661
488,20.15852826
489,18.97707849
490,19.12964082
491,20.40899551
492,20.48687062
493,19.81305507
494,23.70467201
495,27.56732689
496,19.06576933
497,17.85975653
498,18.05957139
499,19.94094005
500,22.32393122
501,24.33626667
502,21.33391574
503,19.99475917
504,19.70778222
505,19.45506143
506,19.37071725
507,19.29277728
508,18.78127073
509,19.66938533
510,22.24098215
511,22.26426467
512,20.09641
513,19.16440389
514,19.07829033
515,19.65342522
516,21.11502756
517,21.57721634
518,21.58927951
519,19.69029961
520,19.11466856
521,19.96915256
522,19.03804089
523,18.78450722
524,19.79345476
525,20.65768107
526,19.79253671
527,17.43226181
528,16.18221811
529,15.65473431
530,15.82511644
531,17.85643743
532,18.91405656
533,16.96094347
534,15.54189867
535,15.53312927
536,15.29664256
537,15.73463454
538,15.68606859
539,15.4887374
540,15.36640428
541,14.44791663
542,14.17814286
543,14.97838976
544,15.47894018
545,16.29144699
546,17.31667208
547,16.65487949
548,16.2646303
549,16.35871592
550,18.01516709
551,17.92164234
552,13.76803841
553,11.88491056
554,11.3758766
555,10.57856688
556,10.35594491
557,12.20925189
558,14.35328371
559,12.77515468
560,11.97236308
561,13.41395347
562,14.70000553
563,15.83186134
564,18.61069411
565,19.37963462
566,15.85289549
567,15.39261748
568,16.55907173
569,17.5662187
570,18.64354522
571,26.74069474
572,28.18284933
573,20.58601011
574,19.94206
575,19.11268149
576,17.52725478
577,17.75126444
578,18.96676064
579,18.98301935
580,19.29032411
581,20.85160389
582,22.61952856
583,25.98928614
584,30.31497493
585,25.36448314
586,18.26920162
587,17.72378016
588,19.64617627
589,21.12571038
590,23.28551937
591,23.00857085
592,24.44328821
593,23.14842123
594,21.3711057
595,20.55044098
596,20.90931498
597,29.10975477
598,31.8563639
599,18.6
600,30.79427294
601,36.95628622
602,23.52679436
603,19.47369783
604,20.62740218
605,21.57851668
606,25.11585235
607,28.12847569
608,22.37798787
609,18.83037062
610,20.62516107
611,20.54212598
612,19.06666579
613,19.71514422
614,19.42197735
615,18.67731
616,18.80869352
617,18.41935178
618,18.383069
619,18.77718711
620,18.979705
621,19.16641211
622,18.82555744
623,17.28659233
624,15.65555558
625,16.33885633
626,17.11995463
627,17.47919456
628,17.42576023
629,16.87516516
630,17.92637118
631,17.52366279
632,17.03112854
633,16.22963161
634,13.85215467
635,15.17909072
636,17.36737799
637,16.24814248
638,16.7523134
639,18.31442741
640,17.14219887
641,15.53596416
642,16.04118219
643,16.22681027
644,14.54060934
645,14.99949401
646,15.6225849
647,13.19722672
648,11.25600583
649,11.70033721
650,11.95639239
651,11.11386147
652,10.76139206
653,12.98432788
654,13.89443056
655,13.12278427
656,14.28298872
657,16.31841042
658,15.50797388
659,14.15853654
660,15.53430217
661,14.95981206
662,14.29191499
663,15.69562131
664,17.33697106
665,17.1458943
666,14.56360823
667,14.90130819
668,16.40883679
669,16.41865684
670,15.81107237
671,14.6903358
672,15.58737232
673,16.60906094
674,17.74886104
675,17.60446623
676,16.69963534
677,17.7632133
678,20.13745481
679,20.42547969
680,18.79978649
681,20.60135956
682,22.33266956
683,21.37157867
684,20.13578671
685,18.99627806
686,19.46869584
687,20.26941587
688,19.75330547
689,21.12035665
690,21.20161423
691,19.21881757
692,20.30125393
693,21.7303723
694,21.38326976
695,23.05528502
696,23.30303108
697,20.62431081
698,19.72720647
699,20.67368313
700,21.28640775
701,23.22698972
702,22.47726062
703,21.30785577
704,21.51927001
705,19.33155518
706,21.45016887
707,21.81805401
708,20.13756544
709,19.96484633
710,19.27006878
711,18.83988789
712,19.08189367
713,19.59247056
714,25.30997922
715,27.82621489
716,26.03956742
717,23.72224
718,18.63332921
719,18.25725417
720,16.5818981
721,15.45842822
722,16.86531344
723,18.24600509
724,15.76337482
725,13.62724586
726,15.203928
727,15.53354153
728,14.21556129
729,12.71944229
730,11.86741781
731,12.55217872
732,13.75137363
733,14.24472523
734,16.01922151
735,20.17566727
736,21.0895566
737,18.24806504
738,15.72209848
739,14.02480484
740,12.77061144
741,12.45744187
742,12.8902984
743,13.0144382
744,11.95911298
745,10.2696222
746,10.40362783
747,12.03595863
748,14.40504662
749,16.01262689
750,15.35159116
751,13.13822202
752,10.97925633
753,10.31847859
754,11.5601394
755,13.31371141
756,13.31869202
757,13.06926239
758,12.17311802
759,12.19753671
760,13.79766169
761,12.20612716
762,12.4804796
763,14.78804394
764,17.61764216
765,18.96433393
766,16.91433683
767,16.78740731
768,17.05837339
769,16.67386642
770,18.38058667
771,19.54943056
772,18.29811644
773,17.91095011
774,18.841775
775,18.17955178
776,19.00303139
777,20.41683654
778,19.52169929
779,19.46284333
780,18.85458156
781,18.46582347
782,18.49225736
783,17.08496111
784,18.70386814
785,22.14963362
786,25.89019188
787,27.65718
788,42.44461344
789,45.81460191
790,33.47330137
791,25.48012532
792,21.39914206
793,18.98185282
794,20.11754846
795,19.95732165
796,20.75003122
797,25.49372702
798,27.70209746
799,23.03769571
800,28.03874387
801,40.19694529
802,30.42524154
803,18.4066458
804,19.01527022
805,20.03324678
806,21.52964056
807,20.41289615
808,18.714211
809,18.86829833
810,19.02110356
811,19.05892222
812,18.31621378
813,18.23248122
814,18.61768518
815,17.82046639
816,16.71780477
817,15.9770155
818,14.38063302
819,12.77239917
820,14.26570331
821,16.68765689
822,15.74878264
823,16.44491847
824,16.5004442
825,15.65220678
826,15.80647555
827,14.29460461
828,16.39986648
829,15.75750957
830,12.02591551
831,12.74468699
832,15.62041538
833,15.49277574
834,15.31479267
835,15.57832884
836,13.33447489
837,12.41250318
838,13.93601957
839,14.83143896
840,13.19127303
841,12.87488608
842,13.16538653
843,13.92925936
844,22.30238687
845,23.74805283
846,15.40011553
847,13.27746802
848,14.26666025
849,14.58697087
850,14.1808215
851,13.82052118
852,14.93129984
853,16.5223115
854,17.58773322
855,17.4221952
856,15.83998313
857,14.8932563
858,15.92911148
859,19.38310122
860,23.968914
861,22.4354176
862,16.67707856
863,16.0697274
864,18.0147225
865,18.55389319
866,20.03742306
867,20.28176122
868,20.77266467
869,19.81863789
870,18.25835956
871,18.67599033
872,20.37147256
873,21.61485454
874,20.90521907
875,19.74122438
876,20.04700204
877,20.9844949
878,20.59269582
879,19.62984542
880,19.52499594
881,18.29986063
882,16.89410591
883,21.24109945
884,24.66177729
885,26.46109091
886,35.62654736
887,39.55836595
888,33.73462839
889,22.37551506
890,20.59607534
891,20.34283578
892,20.32062378
893,19.53008126
894,21.51481987
895,45.45257924
896,71.10811458
897,29.34520376
898,20.38388249
899,18.31457231
900,24.09943749
901,26.40713719
902,20.53219048
903,21.17023927
904,21.51164161
905,19.11626437
906,20.37311728
907,20.8968442
908,19.280937
909,18.832098
910,19.03744878
911,19.56691789
912,18.98044133
913,16.45997416
914,16.92551111
915,18.70356207
916,17.87303192
917,17.18843743
918,16.3143451
919,16.42382984
920,17.61980144
921,17.79326299
922,17.5528367
923,16.7892955
924,15.9731935
925,15.68712133
926,16.65180484
927,17.4110608
928,16.60957344
929,16.41589436
930,17.20732217
931,15.98050273
932,14.49742457
933,15.05065711
934,21.25893982
935,24.01270508
936,19.07994973
937,16.46186307
938,14.44578298
939,13.32566383
940,13.91380881
941,14.20044352
942,14.30352106
943,14.49422938
944,14.05368668
945,14.38592997
946,13.51057769
947,12.77695559
948,15.10207033
949,15.72968498
950,13.15964644
951,13.95768331
952,16.65080687
953,17.34710322
954,18.01254202
955,17.71209147
956,18.59816643
957,20.5466704
958,20.29346144
959,19.30209744
960,18.97849811
961,19.53350533
962,19.81633433
963,20.37186548
964,21.94113573
965,21.14444712
966,18.78449771
967,18.28248219
968,19.41497242
969,19.85372164
970,19.81740208
971,21.17165926
972,22.99320294
973,22.92223993
974,21.00529678
975,19.89822656
976,19.8689192
977,23.22698922
978,36.4011398
979,37.96608145
980,26.05126678
981,25.00611109
982,27.73510714
983,26.22402579
984,24.8021
985,20.07757384
986,19.91282024
987,19.91526652
988,19.5894421
989,18.94200164
990,18.8051135
991,18.76667635
992,19.77587805
993,21.3667077
994,20.34054621
995,20.00495647
996,19.46579683
997,19.60617446
998,20.86294427
999,20.64278058
1000,20.49195711
1001,20.34053133
1002,21.04735656
1003,20.60735322
1004,22.12218411
1005,22.39261178
1006,19.52894011
1007,20.58711924
1008,20.49498992
1009,17.84541237
1010,16.51025183
1011,15.78178984
1012,18.99329853
1013,18.50225747
1014,17.37925711
1015,16.67537443
1016,17.57404056
1017,17.97608388
1018,16.6417389
1019,16.19665403
1020,16.12381284
1021,16.07672386
1022,16.05435947
1023,19.39744254
1024,20.44297072
1025,18.52136693
1026,18.18621719
1027,16.04613473
1028,14.85930964
1029,15.75067923
1030,13.23260622
1031,9.771358489
1032,10.87735262
1033,12.66166446
1034,12.6667495
1035,12.22651434
1036,13.71666101
1037,14.13692232
1038,12.97220702
1039,13.32397853
1040,14.00372507
1041,15.19237404
1042,16.28386221
1043,13.93316444
1044,11.43198178
1045,13.41716436
1046,14.01384947
1047,14.36993269
1048,18.41646562
1049,18.64798736
1050,17.02505222
1051,17.12578507
1052,14.85947858
1053,14.34617684
1054,18.11065131
1055,20.15713273
1056,19.90211289
1057,18.73414978
1058,18.12558778
1059,22.46445734
1060,24.62852786
1061,21.20537568
1062,20.91888543
1063,20.47007911
1064,18.472046
1065,20.09584317
1066,21.65059017
1067,19.88598331
1068,21.04744102
1069,20.29910443
1070,18.58508469
1071,20.31495284
1072,24.31370149
1073,26.20872431
1074,25.25317066
1075,23.68620468
1076,21.38675942
1077,19.20084057
1078,18.59670037
1079,18.3157715
1080,18.18109658
1081,23.49968659
1082,22.88823743
1083,19.60202259
1084,18.43234986
1085,17.79895192
1086,19.55163693
1087,22.12277722
1088,23.6523887
1089,24.85584536
1090,27.62863215
1091,24.46858881
1092,18.79567662
1093,18.50791028
1094,18.77734104
1095,20.04783478
1096,20.63223646
1097,19.2917124
1098,18.28942743
1099,18.11972173
1100,18.20221649
1101,19.40420011
1102,21.47746864
1103,20.05102422
1104,17.61452324
1105,17.33604159
1106,16.56033778
1107,16.37679732
1108,16.97775178
1109,17.90309709
1110,19.02810322
1111,19.52848443
1112,20.17801989
1113,18.37673254
1114,15.15793773
1115,16.70844491
1116,17.34272051
1117,16.49779461
1118,16.93822639
1119,15.98621739
1120,15.23488884
1121,16.14705987
1122,16.89308789
1123,17.60608636
1124,18.72731882
1125,17.62887418
1126,16.1380226
1127,15.44042077
1128,15.11245261
1129,13.93560314
1130,13.79670959
1131,13.33153903
1132,13.10694104
1133,13.62658771
1134,12.05244988
1135,10.92012081
1136,14.24928553
1137,17.17559402
1138,15.80072203
1139,15.20608801
1140,16.04547091
1141,16.07919954
1142,16.37979218
1143,16.98895812
1144,16.73536274
1145,17.55557927
1146,17.96456311
1147,18.53650744
1148,19.73538656
1149,19.19590732
1150,18.1814785
1151,18.9358816
1152,19.65932411
1153,19.63331691
1154,18.94688824
1155,18.95191503
1156,22.97562977
1157,21.96231347
1158,21.86271318
1159,20.98709144
1160,18.83183722
1161,18.176265
1162,25.54224756
1163,40.53563633
1164,36.58805342
1165,22.08457253
1166,19.35942034
1167,18.78939334
1168,22.75484445
1169,21.14123869
1170,18.94464136
1171,20.18444393
1172,21.09075319
1173,20.23553434
1174,23.2574239
1175,21.26071919
1176,20.21606555
1177,21.2738263
1178,19.74451944
1179,19.58247672
1180,19.53200118
1181,18.56864706
1182,18.09764242
1183,17.52194819
1184,18.96040602
1185,19.30646606
1186,18.80787824
1187,18.78638297
1188,18.39048095
1189,18.292468
1190,18.62259944
1191,18.59126644
1192,18.86654622
1193,19.2645031
1194,19.97298632
1195,19.91220678
1196,17.53646289
1197,16.926217
1198,18.07230144
1199,18.85248067
1200,19.99498989
1201,17.88868271
1202,14.91602688
1203,14.90360951
1204,15.04566057
1205,16.68475589
1206,18.97820644
1207,18.07411313
1208,14.59595442
1209,13.5377499
1210,15.06973419
1211,16.47404936
1212,17.82220468
1213,20.39432486
1214,19.753855
1215,15.89689847
1216,15.7215741
1217,16.3794099
1218,13.72978879
1219,13.88235167
1220,16.10948021
1221,14.5335465
1222,13.35885039
1223,12.86008301
1224,13.43923556
1225,14.15443932
1226,13.84078461
1227,13.2451707
1228,11.55152353
1229,11.29060218
1230,14.26943301
1231,14.89825218
1232,14.34413206
1233,15.95625853
1234,15.78705959
1235,15.6519224
1236,15.80555159
1237,16.8890614
1238,18.48902489
1239,18.54011364
1240,18.69014007
1241,20.43474463
1242,20.00378414
1243,22.28095682
1244,29.33187786
1245,24.50739412
1246,17.64546571
1247,17.53316598
1248,15.4879218
1249,16.16697151
1250,17.79594592
1251,17.82390379
1252,17.96942525
1253,19.24160586
1254,20.52518294
1255,18.29651311
1256,17.78576978
1257,22.03868883
1258,26.69931478
1259,27.30417175
1260,22.78893715
1261,19.84065816
1262,19.10579752
1263,21.54801767
1264,25.20742834
1265,25.16775238
1266,20.6900578
1267,17.8015421
1268,19.90374857
1269,19.48929415
1270,18.71938256
1271,18.6
1272,22.41614456
1273,20.64929317
1274,18.59980154
1275,18.34126062
1276,19.72082932
1277,19.88328419
1278,19.285839
1279,18.78439196
1280,19.55475394
1281,19.69975093
1282,19.54371232
1283,19.684889
1284,19.52845479
1285,18.99507573
1286,18.61449591
1287,18.890072
1288,19.07967456
1289,19.69945404
1290,20.03891092
1291,19.85635423
1292,22.01592278
1293,20.71403589
1294,18.10044689
1295,18.30380966
1296,16.64669139
1297,15.56166701
1298,16.82593461
1299,17.50957956
1300,17.53323176
1301,17.96346639
1302,17.79395152
1303,16.76458556
1304,15.98755811
1305,16.29713003
1306,15.8821355
1307,15.38143541
1308,14.99174901
1309,15.11726609
1310,15.46298766
1311,15.45472409
1312,16.02986978
1313,18.40597277
1314,20.5010286
1315,18.54067176
1316,14.82291133
1317,14.10473887
1318,16.66177184
1319,18.18317601
1320,15.35313186
1321,12.89117927
1322,13.47905154
1323,13.67706689
1324,12.67032001
1325,12.16175956
1326,12.56951202
1327,14.52459299
1328,16.45990426
1329,14.17998016
1330,12.13998133
1331,12.18317978
1332,13.43239406
1333,13.54625453
1334,13.84209589
1335,16.13890909
1336,14.91466456
1337,14.15028546
1338,16.25451803
1339,17.66030774
1340,18.42593833
1341,17.82528649
1342,20.94667989
1343,21.24457137
1344,17.64703117
1345,17.95355511
1346,18.40973633
1347,18.36655089
1348,18.19340911
1349,18.65361811
1350,19.533048
1351,19.37884533
1352,18.71514489
1353,18.60280026
1354,19.07875897
1355,20.03627473
1356,20.27834869
1357,20.46496955
1358,21.17611438
1359,22.29170109
1360,20.53228514
1361,18.95600425
1362,21.11207056
1363,23.54772456
1364,22.34482989
1365,19.56191422
1366,19.28536558
1367,20.27528201
1368,20.76115
1369,20.61141213
1370,19.80446414
1371,19.38539761
1372,19.41995952
1373,18.86689775
1374,17.97187916
1375,17.54506485
1376,17.53214061
1377,18.16544827
1378,18.33184146
1379,20.70548431
1380,22.41231348
1381,19.39854322
1382,17.83243318
1383,18.36960667
1384,18.46246465
1385,18.97176299
1386,18.66674931
1387,18.97074905
1388,19.82445493
1389,18.18007777
1390,17.07167529
1391,16.55876632
1392,15.46837112
1393,14.54533661
1394,14.21481906
1395,14.58102559
1396,13.82471269
1397,13.9441036
1398,14.75480194
1399,14.36761232
1400,13.67376873
1401,14.40205278
1402,15.6806195
1403,14.58465643
1404,11.91187514
1405,10.09029116
1406,8.962356985
1407,8.162872733
1408,7.472478771
1409,8.752401667
1410,10.17431738
1411,9.875606663
1412,9.077510747
1413,8.384401368
1414,9.487267046
1415,9.082271303
1416,7.810860634
1417,10.33567055
1418,10.69936653
1419,12.68947923
1420,12.6944967
1421,11.31182453
1422,11.64723931
1423,12.34016473
1424,12.51026163
1425,11.73928974
1426,13.52999181
1427,15.7224384
1428,14.20931106
1429,12.72717327
1430,14.56943408
1431,13.34541578
1432,10.54964992
1433,9.861779222
1434,10.73329743
1435,11.88790613
1436,13.98790546
1437,15.8083853
1438,15.40972693
1439,15.50083798
1440,15.377747
1441,17.24724188
1442,19.95105442
1443,19.10816092
1444,19.01286174
1445,19.93031071
1446,20.02585829
1447,18.99347162
1448,19.36619338
1449,20.18287147
1450,19.439498
1451,18.82182094
1452,18.88934205
1453,21.69567548
1454,22.84683562
1455,20.3222902
1456,20.02503556
1457,25.52533839
1458,25.74749859
1459,20.07868388
1460,18.81118722
1461,19.28372954
1462,20.31271515
1463,22.05437368
1464,28.45283359
1465,43.00490304
1466,37.33108622
1467,21.83244159
1468,19.32035582
1469,18.56986015
1470,20.8706
1471,22.40860526
1472,20.38911057
1473,19.83790697
1474,22.152205
1475,21.58069147
1476,18.6
1477,19.74449976
1478,21.85389641
1479,20.92168222
1480,18.91254562
1481,19.06078021
1482,18.60522213
1483,17.03818682
1484,16.40735244
1485,17.86746564
1486,18.14239689
1487,18.18484456
1488,17.33580869
1489,16.22290687
1490,18.07261259
1491,17.62698927
1492,14.61093866
1493,14.88290913
1494,16.48017762
1495,17.55745569
1496,17.7694615
1497,16.87478084
1498,15.03516967
1499,11.79956617
1500,11.20918312
1501,12.20414628
1502,13.56584523
1503,14.80049972
1504,14.57583746
1505,14.84313048
1506,14.17731799
1507,14.24920792
1508,13.00919641
